sample.no,year,date,sanctuary,status,site.new,complexity,depth,size.class,count
1721,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,2,0,all,0
1722,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,3,0,all,13
1723,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,2,0,all,0
1724,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,2,0,all,0
1725,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,4,0,all,4
1726,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,0,0,all,0
1727,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,1,0,all,0
1728,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,3,0,all,4
1729,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,3,0,all,1
1730,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,3,0,all,3
1731,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,3,0,all,0
1732,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,4,0,all,5
1733,2019,2019-01-18T00:00:00Z,Green Island,No-take,Green Island.No-take.Green Island,1,0,all,0
1734,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1735,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,all,0
1736,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,all,0
1737,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1738,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1739,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,all,0
1740,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1741,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,all,0
1742,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1743,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,all,0
1744,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1745,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1746,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1747,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,all,0
1748,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,0,all,4
1749,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,all,0
1750,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,all,0
1751,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,0,all,0
1752,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,all,4
1753,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,0,all,0
1754,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,all,0
1755,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,4,0,all,2
1756,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,all,0
1757,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,all,0
1758,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,1,0,all,0
1759,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1760,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1761,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,3,0,all,1
1762,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1763,2019,2019-01-18T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.Ricey Beach,2,0,all,0
1764,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,all,0
1765,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,3
1766,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,all,1
1767,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,all,0
1768,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,all,3
1769,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,1,0,all,0
1770,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,all,2
1771,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,0
1772,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,0
1773,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,0
1774,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,2
1775,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,4
1776,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,all,0
1777,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,4
1778,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,0
1779,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,all,0
1780,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,all,3
1781,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,1
1782,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,all,0
1783,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,all,2
1784,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,4,0,all,0
1785,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,all,0
1786,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,1,0,all,2
1787,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,2
1788,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,0
1789,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,0
1790,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,2
1791,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,0
1792,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,3,0,all,0
1793,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,all,1
1794,2019,2019-01-20T00:00:00Z,Parker Point,No-take,Parker Point.No-take.Little Salmon,2,0,all,0
1795,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,all,0
1796,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,all,0
1797,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,all,0
1798,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,all,0
1799,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,all,0
1800,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,all,0
1801,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,0,0,all,0
1802,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,0
1803,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,all,0
1804,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,all,0
1805,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,0
1806,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,all,0
1807,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,0
1808,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,0
1809,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,all,0
1810,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,all,1
1811,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,0
1812,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,11
1813,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,3
1814,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,1,0,all,0
1815,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,0
1816,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,0
1817,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,2
1818,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,1
1819,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,0
1820,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,all,0
1821,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,1
1822,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,1
1823,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,3,0,all,0
1824,2019,2019-01-20T00:00:00Z,Armstrong Bay,Fished,Armstrong Bay.Fished.City of York,2,0,all,0
1825,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,1
1826,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,all,1
1827,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,all,0
1828,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,0
1829,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,1
1830,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,all,1
1831,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,all,2
1832,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,all,0
1833,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,all,0
1834,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,all,1
1835,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,all,5
1836,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,0
1837,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,0
1838,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,all,1
1839,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,1
1840,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,all,5
1841,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,7
1842,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,all,0
1843,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,all,0
1844,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,4,0,all,5
1845,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,all,0
1846,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,0
1847,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,all,0
1848,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,1
1849,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,2
1850,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,1,0,all,0
1851,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,0
1852,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,2,0,all,0
1853,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,0
1854,2019,2019-01-21T00:00:00Z,Armstrong Bay,No-take,Armstrong Bay.No-take.Little Armstrong,3,0,all,6
1855,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1856,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,all,0
1857,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1858,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1859,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1860,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,1,0,all,0
1861,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1862,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,1,0,all,0
1863,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1864,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1865,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,1,0,all,0
1866,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,0,0,all,0
1867,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,0,0,all,0
1868,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,all,0
1869,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1870,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,all,0
1871,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1872,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1873,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,all,0
1874,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,4,0,all,0
1875,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,all,0
1876,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,1,0,all,0
1877,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,1,0,all,0
1878,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1879,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,all,0
1880,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,0
1881,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,all,0
1882,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,all,0
1883,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,3,0,all,1
1884,2019,2019-01-23T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Parker Point,2,0,all,0
1885,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,all,1
1886,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,1,0,all,1
1887,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,all,0
1888,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,1,0,all,0
1889,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,all,3
1890,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,all,0
1891,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,2
1892,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,0
1893,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,all,4
1894,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,all,0
1895,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,4
1896,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,2
1897,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,6
1898,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,all,2
1899,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,all,0
1900,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,all,0
1901,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,1
1902,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,4
1903,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,all,2
1904,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,all,1
1905,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,all,0
1906,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,all,1
1907,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,4,0,all,0
1908,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,0
1909,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,0
1910,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,1
1911,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,0
1912,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,2
1913,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,3,0,all,1
1914,2019,2019-01-24T00:00:00Z,Green Island,No-take,Green Island.No-take.Mary Cove,2,0,all,0
1915,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0,all,0
1916,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,0
1917,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0,all,3
1918,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,0
1919,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0,all,0
1920,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,0
1921,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,0
1922,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0,all,0
1923,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0,all,0
1924,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0,all,1
1925,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,0
1926,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,4,0,all,4
1927,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,1,0,all,0
1928,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0,all,0
1929,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,1,0,all,2
1930,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,3
1931,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,0,0,all,0
1932,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0,all,0
1933,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,0
1934,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,1,0,all,0
1935,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,0
1936,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0,all,2
1937,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0,all,0
1938,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,3,0,all,5
1939,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,0
1940,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,1
1941,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,4
1942,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,0
1943,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,1,0,all,0
1944,2019,2019-01-24T00:00:00Z,Parker Point,Fished,Parker Point.Fished.Fairbridge,2,0,all,0
1945,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,0,all,0
1946,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,3,0,all,1
1947,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,0,all,0
1948,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,0,all,0
1949,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,0,all,0
1950,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,3,0,all,2
1951,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,0,all,0
1952,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,1,0,all,0
1953,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,1,0,all,0
1954,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,0,all,0
1955,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,4,0,all,4
1956,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,0,all,0
1957,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,3,0,all,0
1958,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,1,0,all,0
1959,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,0,all,0
1960,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,1,0,all,0
1961,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,3,0,all,0
1962,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,0,all,0
1963,2019,2019-01-24T00:00:00Z,Green Island,Fished,Green Island.Fished.West Salmon,2,0,all,0
